Adult_mortality,Under_five_deaths,Alcohol_consumption,GDP_per_capita,Population_mln,Region_Central America and Caribbean,Economy_status_Developed,Region_South America,BMI,Year,Incidents_HIV,Region_European Union,Region_Oceania,Hepatitis_B,Region_Middle East,Region_Asia,Schooling,Life_expectancy
325.874,139.5,0.34,655.0,8.93,0,0,0,22.1,2004,1.03,0,0,57,0,0,1.6,52.5
61.931,4.7,2.67,29268.875,7.49,0,1,0,26.9,2009,0.08,0,0,98,1,0,12.6,81.4
280.9365,121.5,5.44,582.0,15.61,0,0,0,21.8,2010,0.31,0,0,91,0,0,1.4,57.1
103.109,5.7,11.11,11871.0,4.31,0,1,0,26.6,2009,0.02,1,0,97,0,0,10.6,76.2
77.0035,6.6,9.32,29268.875,4.13,0,1,0,27.2,2005,0.03,0,1,87,0,0,11.7,79.9
425.1035,128.2,1.88,364.0,4.46,0,0,0,22.7,2014,1.03,0,0,51,0,0,4.1,50.1
297.835,126.7,2.91,381.0,56.0725,0,0,0,21.3,2007,0.68,0,0,70,0,0,4.8,55.1
154.1315,14.2,10.7,4850.0,7.72,0,1,0,25.5,2004,0.02,1,0,94,0,0,10.1,72.6
213.299,81.1,1.17,845.0,56.0725,0,0,0,20.9,2003,0.19,0,0,67,0,1,4.7,63.7
69.0295,5.7,8.4,29268.875,34.0,0,1,0,26.8,2010,0.1,0,0,56,0,0,12.6,81.2
109.8335,27.9,1.18,2965.0,9.79,0,0,0,25.2,2001,0.01,0,0,94,0,0,5.1,73.4
101.6475,16.5,0.054,18683.0,23.82,0,0,0,27.8,2005,0.13,0,0,97,1,0,7.6,73.3
456.61306250000007,150.4875,1.7,467.0,4.12,0,0,0,22.1,2006,1.03,0,0,51,0,0,3.3,45.2
276.665,85.2,3.44,1325.0,9.5,1,0,0,24.2,2007,0.98,0,0,60,0,0,4.5,59.4
63.881,4.3,8.95,29268.875,16.69,0,1,0,25.5,2011,0.06,1,0,88,0,0,12.0,81.2
251.422,90.3,0.08,2404.0,17.92,0,0,0,22.4,2001,0.02,0,0,51,1,0,1.3,61.2
163.0145,35.0,5.23,6547.0,10.17,1,0,0,26.3,2014,0.4,0,0,89,0,0,7.8,73.0
68.0,5.7,8.98,29268.875,4.52,0,1,0,27.9,2014,0.03,0,1,93,0,0,12.2,81.4
166.204,85.0,0.04,1246.0,56.0725,0,0,0,23.5,2011,0.13,0,0,74,0,1,4.8,65.6
73.374,26.3,0.46,2755.0,33.72,0,0,0,25.7,2013,0.04,0,0,99,0,0,4.8,75.2
236.105,25.8,5.84,1538.0,2.91,0,0,0,26.0,2002,0.28,0,0,99,0,0,9.6,67.4
60.207,3.7,12.03,27447.0,1.08,0,1,0,26.7,2008,0.05,1,0,93,0,0,11.3,79.1
214.3245,65.6,6.7,1136.0,0.15,1,0,0,23.8,2003,0.89,0,0,51,0,0,4.4,63.4
250.8075,64.9,0.8,1888.0,6.49,0,0,0,24.6,2005,0.56,0,1,63,0,0,3.5,60.5
59.725,4.4,2.81,29268.875,7.77,0,1,0,27.0,2011,0.08,0,0,98,1,0,12.7,81.7
106.0775,10.4,3.53,4340.0,2.06,0,0,0,26.3,2010,0.08,0,0,90,0,0,9.1,75.0
122.2765,8.1,10.89,6206.0,0.62,0,0,0,25.9,2008,0.03,0,0,93,0,0,10.9,75.1
179.8215,40.0,0.18,3493.0,26.92,0,0,0,27.5,2005,0.13,0,0,65,1,0,5.8,68.3
54.481,2.9,7.2,29268.875,9.7,0,1,0,26.0,2014,0.08,1,0,67,0,0,12.3,82.3
402.122,118.8,0.69,429.0,21.67,0,0,0,22.1,2007,1.03,0,0,75,0,0,3.0,50.9
456.61306250000007,150.4875,1.36,294.0,11.15,0,0,0,21.7,2000,1.03,0,0,79,0,0,3.0,45.1
319.556,139.8,4.25,540.0,3.14,0,0,0,23.3,2004,1.03,0,0,58,0,0,3.7,54.4
75.851,4.7,11.92,26146.0,43.65,0,1,0,26.2,2005,0.09,1,0,96,0,0,8.9,80.2
203.8,11.2,8.74,2450.0,45.71,0,0,0,26.3,2011,0.26,0,0,51,0,0,11.3,70.8
100.3405,14.3,9.27,16188.0,0.28,1,0,0,27.6,2014,0.29,0,0,94,0,0,10.5,78.7
146.3845,15.0,3.17,8647.0,1.26,0,0,0,25.1,2013,0.81,0,0,98,0,0,8.9,74.0
124.37,19.2,2.1,4219.0,0.19,0,0,0,31.199999999999996,2011,0.17,0,1,58,0,0,10.2,71.9
78.1125,3.1,12.27,29268.875,0.48,0,1,0,26.0,2007,0.09,1,0,87,0,0,11.7,79.4
264.471,62.4,2.68,654.0,2.02,0,0,0,23.8,2014,1.03,0,0,96,0,0,3.3,60.7
98.132,5.2,10.58,11547.0,4.27,0,1,0,26.9,2012,0.02,1,0,98,0,0,11.0,76.9
65.786,2.9,1.55,29268.875,4.4,0,0,0,23.5,2006,0.14,0,0,95,0,1,10.1,80.1
145.0685,19.7,10.33,10151.0,0.17,1,0,0,28.7,2010,0.4,0,0,97,0,0,8.4,74.9
139.3635,29.8,0.71,1170.0,56.0725,0,0,0,19.9,2000,0.25,0,0,85,0,1,5.4,73.0
211.21,65.5,0.55,1493.0,0.1,0,0,0,29.3,2007,0.17,0,1,96,0,0,7.5,65.0
106.427,6.2,11.36,12550.0,4.31,0,1,0,26.3,2007,0.02,1,0,95,0,0,10.1,75.7
115.273,9.3,4.08,3057.0,3.76,0,0,0,24.9,2002,0.08,0,0,92,0,0,7.2,74.8
371.3155,139.8,0.63,738.0,12.78,0,0,0,21.7,2012,0.54,0,0,51,0,0,2.1,51.9
205.9795,9.3,12.1,8919.0,3.38,0,1,0,26.1,2004,0.06,1,0,94,0,0,11.5,72.0
121.8735,5.2,11.58,16737.0,1.99,0,1,0,25.4,2001,0.02,1,0,88,0,0,11.5,75.8
118.495,19.5,1.52,7942.0,56.0725,0,0,0,27.4,2009,0.08,0,0,94,1,0,6.5,74.1
343.935,150.4875,0.0,213.0,10.13,0,0,0,22.4,2004,0.13,0,0,51,0,0,2.1,52.0
128.4145,15.7,8.16,12919.0,39.68,0,0,1,26.8,2007,0.15,0,0,85,0,0,8.9,74.8
315.436,82.9,8.89,7888.0,1.23,0,0,0,23.7,2000,1.03,0,0,70,0,0,6.2,58.3
241.2055,31.5,6.76,1338.0,2.92,0,0,0,25.9,2000,0.23,0,0,92,0,0,9.0,67.0
66.5335,5.8,9.12,29268.875,4.44,0,1,0,27.8,2013,0.03,0,1,93,0,0,12.1,81.4
432.824,150.4875,9.27,361.0,8.23,0,0,0,21.0,2001,1.03,0,0,91,0,0,2.4,49.9
171.816,23.5,6.18,1102.0,5.84,0,0,0,26.4,2014,0.13,0,0,96,0,1,10.8,70.4
456.61306250000007,72.7,4.91,4860.0,1.77,0,0,0,23.9,2004,1.03,0,0,91,0,0,8.1,51.2
289.377,55.1,1.13,654.0,3.17,0,0,0,20.5,2010,0.25,0,0,95,0,0,3.9,62.2
71.942,6.2,9.24,29268.875,4.3,0,1,0,27.6,2009,0.04,0,1,93,0,0,11.9,80.7
172.0465,33.8,0.18,4218.0,30.73,0,0,0,28.1,2011,0.13,0,0,77,1,0,6.6,68.8
221.5195,60.7,0.03,1602.0,26.5,0,0,0,23.7,2015,0.03,0,0,69,1,0,3.0,66.1
78.2,9.4,2.28,29268.875,6.17,0,0,0,27.7,2007,0.13,0,0,92,1,0,9.4,75.8
200.5385,41.6,3.37,2514.0,10.05,0,0,1,25.8,2010,0.17,0,0,91,0,0,7.8,68.0
170.129,20.3,4.75,9168.0,0.56,0,0,1,26.5,2015,0.47,0,0,89,0,0,8.4,71.2
317.1835,93.6,0.52,819.0,0.76,0,0,0,23.6,2003,1.03,0,0,88,0,0,3.5,57.4
446.0665,75.8,2.65,3125.0,1.79,0,0,0,22.9,2000,1.03,0,0,83,0,0,5.6,52.2
456.61306250000007,73.4,6.89,3356.0,1.07,0,0,0,26.4,2011,1.03,0,0,91,0,0,5.9,48.1
320.8515,147.8,0.0,331.0,12.72,0,0,0,22.9,2012,0.13,0,0,51,0,0,2.1,54.7
79.5175,4.4,11.37,29268.875,56.0725,0,1,0,26.2,2008,0.08,1,0,87,0,0,13.7,79.7
62.98,7.5,5.99,16860.0,0.39,0,1,0,26.9,2001,0.08,1,0,86,0,0,8.2,78.8
217.479,71.0,5.93,1087.0,0.15,1,0,0,23.7,2002,1.03,0,0,70,0,0,4.3,62.7
184.639,6.0,17.47,17459.0,1.34,0,1,0,26.0,2007,0.08,1,0,95,0,0,12.2,72.8
287.62,114.5,3.06,586.0,1.52,0,0,0,23.0,2010,1.03,0,0,83,0,0,2.6,54.6
88.2405,4.9,12.21,29268.875,10.48,0,1,0,25.7,2005,0.08,1,0,77,0,0,10.7,79.0
77.449,4.9,11.32,25655.0,42.92,0,1,0,26.2,2004,0.09,1,0,97,0,0,8.6,79.9
234.529,23.3,6.27,1644.0,2.9,0,0,0,26.1,2003,0.32,0,0,99,0,0,9.8,67.5
319.372,101.0,1.24,768.0,0.72,0,0,0,23.5,2000,1.03,0,0,88,0,0,3.2,57.0
456.61306250000007,92.7,2.47,1097.0,2.01,0,0,0,24.8,2012,1.03,0,0,95,0,0,5.9,47.4
386.5745,62.7,4.22,1444.0,13.59,0,0,0,23.8,2014,1.03,0,0,91,0,0,8.2,58.4
104.768,5.9,11.36,12790.0,4.31,0,1,0,26.4,2008,0.02,1,0,97,0,0,10.3,75.9
216.56,16.3,3.73,9824.0,16.79,0,0,0,26.1,2012,0.13,0,0,95,0,1,11.5,69.5
383.7715,141.7,10.79,2173.0,56.0725,0,0,0,22.9,2008,0.85,0,0,51,0,0,5.2,49.9
299.0395,86.1,1.03,968.0,0.79,0,0,0,23.7,2006,0.62,0,0,88,0,0,3.8,58.3
183.8625,26.1,5.98,994.0,5.61,0,0,0,26.1,2012,0.14,0,0,96,0,1,10.7,70.0
270.024,11.2,12.09,9094.0,56.0725,0,0,0,26.1,2008,0.08,0,0,98,0,0,11.4,67.9
456.61306250000007,150.4875,3.9,441.0,4.97,0,0,0,22.2,2002,1.03,0,0,71,0,0,2.5,41.4
221.1375,10.5,9.92,10528.0,2.24,0,1,0,25.9,2005,0.15,1,0,99,0,0,12.1,71.4
302.9805,59.9,1.17,1261.0,40.9,0,0,0,22.8,2009,1.03,0,0,88,0,0,6.1,59.9
147.816,13.1,11.01,7889.0,20.37,0,1,0,25.9,2009,0.04,1,0,95,0,0,10.6,73.3
124.5355,24.1,4.92,7037.0,3.21,1,0,0,25.9,2003,0.4,0,0,98,0,0,8.8,75.6
67.614,5.2,10.54,29268.875,7.39,0,1,0,24.9,2004,0.09,0,0,88,0,0,11.9,81.1
151.8615,14.0,12.38,8280.0,20.54,0,1,0,25.8,2008,0.04,1,0,97,0,0,10.6,72.6
345.5865,68.0,1.2,1287.0,38.71,0,0,0,22.6,2007,1.03,0,0,81,0,0,6.0,57.5
126.257,15.4,0.54,21296.0,2.29,0,0,0,25.5,2001,0.05,0,0,99,1,0,5.6,72.6
307.8875,150.4875,0.55,667.0,12.37,0,0,0,22.0,2004,0.81,0,0,73,0,0,1.6,51.2
243.8905,86.7,0.75,539.0,12.64,0,0,0,20.8,2002,0.51,0,0,84,0,1,3.3,60.3
79.9355,4.4,10.14,29268.875,11.04,0,1,0,26.0,2011,0.08,1,0,97,0,0,11.2,80.6
90.939,25.8,4.51,2144.0,3.06,0,0,0,25.2,2001,0.01,0,0,96,0,0,8.7,74.3
129.9335,23.1,0.023,5305.0,56.0725,0,0,0,25.6,2007,0.14,0,0,97,1,0,8.9,72.6
81.3035,6.0,8.75,19312.0,10.86,0,1,0,26.7,2001,0.03,1,0,90,0,0,8.8,78.4
157.807,19.4,3.62,3678.0,0.18,0,0,0,30.9,2004,0.17,0,1,54,0,0,9.3,70.1
126.459,17.0,7.11,10083.0,3.32,0,0,1,25.9,2000,0.18,0,0,92,0,0,8.0,74.7
300.6055,19.3,10.21,5324.0,56.0725,0,0,0,25.7,2000,0.08,0,0,73,0,0,11.3,65.5
185.0735,37.8,2.1,3621.0,13.74,1,0,0,25.8,2008,0.13,0,0,95,0,0,4.3,70.8
158.589,14.0,9.27,29268.875,0.37,1,0,0,27.9,2015,0.34,0,0,95,0,0,11.1,73.1
66.0915,5.5,8.2,29268.875,35.08,0,1,0,26.9,2013,0.1,0,0,55,0,0,12.9,81.7
123.162,35.1,0.45,3593.0,32.69,0,0,0,24.6,2004,0.02,0,0,81,0,0,6.7,72.6
161.214,15.6,3.83,6316.0,1.23,0,0,0,24.8,2005,1.03,0,0,97,0,0,7.2,72.4
87.182,24.4,3.96,2247.0,3.05,0,0,0,25.3,2002,0.02,0,0,96,0,0,9.0,74.6
185.722,8.3,9.85,11240.0,2.14,0,1,0,26.2,2009,0.2,1,0,92,0,0,12.3,73.1
66.2655,3.6,6.75,29268.875,4.77,0,1,0,26.3,2008,0.03,0,0,88,0,0,12.7,80.6
281.847,104.2,3.0,590.0,1.6,0,0,0,23.2,2012,1.03,0,0,87,0,0,2.8,55.6
130.962,9.9,9.48,8671.0,19.91,0,1,0,26.6,2014,0.04,1,0,94,0,0,10.9,74.9
83.893,9.8,2.68,29268.875,4.59,0,0,0,27.5,2005,0.13,0,0,92,1,0,9.1,75.4
102.8345,14.7,8.9,16505.0,0.28,1,0,0,27.5,2012,0.33,0,0,87,0,0,10.5,78.5
230.6765,46.4,6.82,3851.0,0.75,0,0,1,24.6,2000,0.98,0,0,89,0,0,7.7,65.2
167.909,24.3,4.31,3966.0,40.26,0,0,1,24.9,2001,0.23,0,0,80,0,0,6.5,73.2
196.8,23.6,2.42,4524.0,0.86,0,0,0,27.2,2010,0.09,0,1,99,0,0,9.6,66.7
126.5725,5.7,10.24,11369.0,38.06,0,1,0,26.2,2011,0.08,1,0,98,0,0,12.3,76.7
149.414,18.9,4.24,4993.0,44.75,0,0,1,25.6,2009,0.2,0,0,92,0,0,7.3,75.2
153.4715,15.6,1.79,4020.0,0.1,0,0,0,31.199999999999996,2003,0.17,0,1,85,0,0,9.2,69.8
121.948,7.0,10.16,14526.0,5.39,0,1,0,26.0,2010,0.01,1,0,99,0,0,11.6,75.1
121.2325,13.3,8.0,13896.0,41.73,0,0,1,27.3,2012,0.14,0,0,91,0,0,9.8,75.6
258.699,94.4,0.24,1185.0,0.63,0,0,0,23.4,2006,0.02,0,0,69,0,0,3.3,60.4
169.018,31.6,2.89,3076.0,0.1,0,0,0,29.4,2012,0.17,0,1,82,0,0,7.7,66.8
316.2765,71.1,2.98,1321.0,14.93,0,0,0,22.4,2013,1.03,0,0,79,0,0,6.8,59.7
175.731,34.6,1.73,3042.0,0.11,0,0,0,29.1,2006,0.17,0,1,84,0,0,6.3,65.7
456.61306250000007,85.4,1.5,1135.0,34.68,0,0,0,22.2,2003,1.03,0,0,73,0,0,5.6,52.4
134.1865,27.0,4.2,3004.0,0.49,0,0,0,24.2,2009,0.26,0,0,98,0,0,5.0,70.9
216.1595,98.4,0.79,753.0,49.93,0,0,0,21.9,2008,0.39,0,0,85,0,1,3.9,62.7
336.393,51.9,6.24,5899.0,2.02,0,0,0,24.2,2011,1.03,0,0,95,0,0,8.9,61.9
135.663,12.5,0.28,4276.0,0.1,0,0,0,31.199999999999996,2014,0.17,0,1,98,0,0,11.1,70.4
57.951,4.3,2.89,29268.875,7.91,0,1,0,27.0,2012,0.08,0,0,97,1,0,12.8,81.7
103.787,10.0,3.52,4434.0,2.06,0,0,0,26.4,2011,0.08,0,0,96,0,0,9.3,75.1
277.4475,76.8,3.05,733.0,1.74,0,0,0,23.3,2009,1.03,0,0,97,0,0,2.7,59.3
195.111,22.8,4.77,4353.0,0.26,1,0,0,27.5,2001,1.03,0,0,96,0,0,10.1,69.0
94.4245,11.4,0.49,20102.0,3.5,0,0,0,26.1,2012,0.05,0,0,98,1,0,8.6,76.1
417.8705,114.1,0.95,2062.0,3.13,0,0,0,22.0,2000,1.03,0,0,71,0,0,5.5,52.1
192.893,25.3,5.63,1554.0,0.2,1,0,0,24.7,2014,0.18,0,0,95,0,0,5.3,69.1
144.2095,17.1,4.37,5631.0,46.08,0,0,1,25.9,2012,0.21,0,0,92,0,0,7.6,75.9
456.61306250000007,125.4,2.39,843.0,11.26,0,0,0,21.7,2003,1.03,0,0,81,0,0,6.1,46.3
333.0325,150.4,2.33,334.0,49.87,0,0,0,20.9,2002,0.95,0,0,69,0,0,3.7,51.4
249.2235,98.5,7.67,3169.0,26.02,0,0,0,23.1,2013,1.03,0,0,77,0,0,4.9,58.1
245.6915,99.8,1.53,1088.0,10.29,0,0,0,23.4,2014,0.39,0,0,78,0,0,3.3,60.3
165.1905,5.5,10.6,13163.0,1.99,0,1,0,26.5,2014,0.28,1,0,92,0,0,12.9,74.1
115.753,13.7,4.24,3601.0,2.04,0,0,0,25.9,2005,0.08,0,0,53,0,0,8.2,73.7
78.0555,4.6,12.54,29268.875,8.3,0,1,0,25.3,2007,0.08,1,0,85,0,0,11.6,80.2
204.863,50.9,5.68,1282.0,0.16,1,0,0,24.1,2006,0.53,0,0,75,0,0,4.5,65.3
273.319,139.3,0.11,432.0,15.25,0,0,0,21.4,2008,0.14,0,0,72,0,0,1.4,55.8
61.9155,7.3,6.12,17165.0,0.4,0,1,0,27.0,2002,0.08,1,0,86,0,0,8.3,78.7
209.8995,65.6,0.46,1429.0,0.1,0,0,0,29.4,2008,0.17,0,1,83,0,0,7.6,65.2
316.5765,58.8,7.25,834.0,36.91,0,0,0,22.3,2014,1.03,0,0,78,0,0,5.5,60.7
343.491,117.6,4.99,302.0,7.61,0,0,0,21.1,2006,0.74,0,0,92,0,0,2.4,54.2
353.231,150.4875,0.0,183.0,9.19,0,0,0,22.2,2001,0.13,0,0,51,0,0,2.1,51.2
157.644,20.3,6.99,3701.0,25.1,0,0,1,26.3,2002,0.4,0,0,60,0,0,6.8,72.5
93.9375,9.5,0.63,29268.875,0.37,0,0,0,25.9,2006,0.1,0,0,99,0,1,8.5,74.2
456.61306250000007,91.3,2.77,941.0,12.53,0,0,0,23.6,2009,1.03,0,0,73,0,0,7.2,48.4
52.9595,3.5,7.14,29268.875,56.0725,0,1,0,25.6,2015,0.06,1,0,93,0,0,10.2,82.5
94.0575,6.2,4.32,6942.0,11.24,1,0,0,25.3,2011,0.16,0,0,96,0,0,11.3,78.4
103.6575,9.5,6.37,9233.0,15.85,0,0,1,26.9,2003,0.14,0,0,94,0,0,9.4,77.1
382.8695,79.0,2.79,1215.0,13.61,0,0,0,22.2,2010,1.03,0,0,83,0,0,6.6,55.7
107.377,6.8,8.78,29268.875,56.0725,0,1,0,28.8,2015,0.12,0,0,92,0,0,13.3,78.7
163.2835,39.4,0.28,821.0,26.92,0,0,0,22.1,2013,0.17,0,0,92,0,1,4.2,68.8
312.9135,93.9,8.79,488.0,9.04,0,0,0,21.4,2006,1.03,0,0,99,0,0,2.9,57.1
255.2535,109.0,1.35,989.0,9.2,0,0,0,23.1,2010,0.5,0,0,76,0,0,2.8,59.3
203.5835,82.7,0.0,1524.0,4.05,0,0,0,24.9,2015,0.15,0,0,73,0,0,4.3,63.9
239.667,58.1,7.86,948.0,51.48,0,0,0,23.1,2015,1.03,0,0,98,0,0,5.8,63.1
456.61306250000007,80.8,3.91,1249.0,12.89,0,0,0,23.7,2011,1.03,0,0,94,0,0,7.3,52.9
68.96,4.0,6.88,29268.875,8.92,0,1,0,25.3,2002,0.08,1,0,60,0,0,11.6,79.8
81.046,9.6,2.46,29268.875,5.3,0,0,0,27.6,2006,0.13,0,0,92,1,0,9.3,75.6
137.01,27.9,4.36,2569.0,0.47,0,0,0,23.9,2006,0.3,0,0,95,0,0,4.5,70.6
163.8705,25.6,1.03,2195.0,0.54,0,0,0,25.9,2011,0.17,0,1,99,0,0,5.2,71.0
142.8055,23.7,4.17,2364.0,2.98,0,0,0,25.8,2005,0.08,0,0,91,0,0,10.9,72.6
174.443,71.6,0.046,933.0,1.04,0,0,0,20.4,2007,0.06,0,1,74,0,0,3.5,65.6
193.3095,6.7,12.97,10700.0,3.16,0,1,0,26.3,2009,0.08,1,0,95,0,0,11.5,72.9
239.3415,73.5,0.54,518.0,56.0725,0,0,0,20.4,2012,0.28,0,0,69,0,0,2.4,63.3
91.2235,10.2,3.21,10559.0,4.63,1,0,0,26.9,2011,0.18,0,0,84,0,0,8.4,78.9
124.3705,24.8,4.94,6881.0,3.15,1,0,0,25.8,2002,0.4,0,0,98,0,0,8.7,75.4
261.2595,72.3,1.26,1348.0,24.17,0,0,0,23.5,2009,1.03,0,0,94,0,0,6.7,60.6
205.077,14.6,3.8,10264.0,17.04,0,0,0,26.2,2013,0.13,0,0,99,0,1,11.6,70.6
158.283,16.9,1.22,3672.0,0.1,0,0,0,31.199999999999996,2000,0.17,0,1,93,0,0,9.1,69.7
327.9225,97.3,1.52,450.0,5.92,0,0,0,22.8,2007,1.03,0,0,81,0,0,4.3,55.6
135.885,24.9,1.19,1557.0,56.0725,0,0,0,20.4,2005,0.24,0,0,94,0,1,6.4,74.1
77.604,4.2,11.58,29268.875,56.0725,0,1,0,26.3,2010,0.03,1,0,88,0,0,13.8,80.0
190.2825,57.4,2.92,1313.0,24.96,0,0,0,24.9,2001,0.02,0,0,99,0,1,9.2,67.4
180.6545,19.1,6.89,2901.0,3.86,0,0,0,26.5,2007,0.09,0,0,94,0,0,12.1,70.8
62.643,4.2,11.48,26394.0,1.05,0,1,0,26.6,2006,0.04,1,0,93,0,0,10.9,78.8
279.54,83.0,0.56,1176.0,21.81,0,0,0,23.2,2005,1.03,0,0,84,0,0,6.4,58.7
456.61306250000007,116.1,1.94,836.0,2.0,0,0,0,24.3,2005,1.03,0,0,87,0,0,5.3,42.7
98.63,11.2,3.56,4687.0,2.07,0,0,0,26.6,2014,0.08,0,0,97,0,0,9.5,75.5
77.6255,6.2,7.7,29268.875,31.64,0,1,0,26.5,2003,0.1,0,0,51,0,0,11.7,79.7
84.668,4.2,12.3,29268.875,56.0725,0,1,0,25.1,2010,0.1,1,0,65,0,0,10.9,81.7
84.8885,15.2,1.87,6677.0,4.57,0,0,0,26.7,2004,0.03,0,0,75,1,0,7.5,76.4
290.0855,49.6,5.07,6705.0,2.06,0,0,0,24.2,2013,1.03,0,0,95,0,0,9.1,65.0
236.9465,20.4,3.94,8979.0,16.32,0,0,0,26.0,2010,0.11,0,0,99,0,1,11.4,68.5
83.987,3.1,12.75,16951.0,10.53,0,1,0,27.0,2014,0.08,1,0,99,0,0,12.8,78.8
134.7895,13.3,0.01,7590.0,6.42,0,0,0,28.0,2015,0.08,0,0,97,0,0,7.3,72.1
287.784,39.9,5.55,5055.0,14.86,0,0,0,25.6,2001,0.03,0,0,95,0,1,10.7,65.8
108.0665,29.5,0.37,3856.0,34.73,0,0,0,24.9,2008,0.02,0,0,91,0,0,6.7,74.3
177.7395,18.4,12.8,9327.0,0.16,1,0,0,26.9,2000,0.4,0,0,90,0,0,7.0,73.3
266.0545,118.8,1.29,953.0,8.22,0,0,0,22.7,2006,0.75,0,0,74,0,0,2.8,57.8
67.3475,3.9,12.1,29268.875,8.48,0,1,0,25.5,2013,0.08,1,0,95,0,0,11.9,81.1
174.3515,22.0,5.79,9502.0,0.54,0,0,1,26.3,2012,0.58,0,0,84,0,0,7.9,70.9
137.514,27.4,0.82,1295.0,56.0725,0,0,0,20.1,2002,0.26,0,0,89,0,1,5.8,73.4
167.8405,33.1,5.49,3797.0,5.43,0,0,1,25.0,2001,0.18,0,0,89,0,0,6.2,70.8
456.61306250000007,110.7,2.93,747.0,2.03,0,0,0,24.1,2002,1.03,0,0,79,0,0,5.1,44.9
65.436,10.8,1.0,29268.875,0.75,0,0,0,28.0,2004,0.04,0,0,97,1,0,8.4,78.1
58.873,3.2,7.05,29268.875,0.3,0,1,0,25.8,2005,0.03,0,0,88,0,0,10.0,81.5
169.304,13.7,6.56,9944.0,0.08,0,0,0,25.8,2004,1.03,0,0,99,0,0,7.7,72.7
172.479,21.2,5.89,18151.0,1.34,1,0,0,27.2,2012,0.4,0,0,92,0,0,10.8,72.4
158.8465,29.3,5.92,4049.0,5.91,0,0,1,25.6,2006,0.16,0,0,92,0,0,7.1,71.9
179.348,43.4,1.76,1560.0,26.17,0,0,0,25.3,2005,0.12,0,0,99,0,1,9.8,68.4
102.479,19.9,2.37,6713.0,3.84,0,0,0,26.4,2000,0.02,0,0,83,1,0,7.5,74.5
309.5495,68.3,4.22,1341.0,15.4,0,0,0,22.4,2014,1.03,0,0,86,0,0,6.9,60.8
81.8615,15.5,0.01,5201.0,56.0725,0,0,0,26.1,2015,0.04,0,0,98,1,0,9.8,75.8
196.2075,20.9,5.84,3605.0,56.0725,0,0,0,23.0,2001,0.6,0,0,95,0,1,6.3,70.8
456.61306250000007,73.1,7.56,4996.0,45.57,0,0,0,26.2,2001,1.03,0,0,72,0,0,7.5,55.1
145.351,22.3,5.21,5414.0,6.69,0,0,1,26.6,2015,0.14,0,0,93,0,0,8.5,73.7
109.942,17.5,0.3,4164.0,9.27,0,0,0,28.9,2015,0.13,0,0,99,1,0,10.3,74.1
180.6505,36.9,5.31,4305.0,8.97,1,0,0,25.3,2004,0.79,0,0,82,0,0,6.9,70.5
58.798,6.9,8.25,18522.0,0.41,0,1,0,27.1,2006,0.08,1,0,86,0,0,9.8,79.4
125.6385,16.4,5.51,6109.0,30.09,0,0,1,26.4,2014,0.12,0,0,88,0,0,9.4,75.5
287.067,65.3,6.22,857.0,47.05,0,0,0,22.9,2012,1.03,0,0,92,0,0,5.5,60.5
65.9695,5.4,8.0,29268.875,35.7,0,1,0,26.9,2015,0.1,0,0,55,0,0,13.1,81.9
82.496,7.0,9.09,29268.875,3.95,0,1,0,26.9,2002,0.03,0,1,89,0,0,11.6,78.8
231.354,82.3,0.61,427.0,48.15,0,0,0,21.5,2003,0.5,0,0,74,0,1,3.4,61.0
203.08,9.8,7.58,2346.0,45.27,0,0,0,26.5,2014,0.24,0,0,51,0,0,11.3,71.2
245.3,84.0,0.01,512.0,30.12,0,0,0,22.8,2011,0.02,0,0,68,0,1,3.3,61.6
171.547,14.8,9.89,7653.0,0.1,1,0,0,25.7,2003,0.4,0,0,97,0,0,7.6,73.0
99.5345,7.2,4.17,5808.0,11.26,1,0,0,25.0,2006,0.14,0,0,89,0,0,10.1,77.9
456.61306250000007,103.8,6.34,3175.0,1.04,0,0,0,26.1,2007,1.03,0,0,92,0,0,5.3,43.3
257.0865,65.9,1.67,1580.0,25.39,0,0,0,23.7,2011,0.93,0,0,91,0,0,6.8,61.4
214.822,49.6,2.54,3057.0,4.81,0,0,0,25.3,2006,0.08,0,0,98,0,1,9.9,65.4
179.6485,23.1,5.27,8942.0,0.53,0,0,1,26.1,2010,0.66,0,0,86,0,0,7.7,70.5
169.8725,17.5,4.31,5674.0,1.2,0,0,0,24.5,2001,1.03,0,0,92,0,0,6.4,71.8
417.623,150.4875,3.41,557.0,6.56,0,0,0,22.6,2011,1.02,0,0,89,0,0,3.1,50.2
64.95,3.8,8.94,25703.0,46.58,0,1,0,26.2,2010,0.09,1,0,97,0,0,9.4,81.6
448.1755,121.9,6.25,587.0,34.39,0,0,0,22.2,2001,1.03,0,0,93,0,0,4.3,51.4
308.065,62.0,1.75,2423.0,4.27,0,0,0,22.8,2010,1.03,0,0,74,0,0,6.1,60.1
197.405,42.5,2.88,4811.0,5.17,0,0,0,25.9,2011,0.08,0,0,97,0,1,9.9,66.9
70.233,6.0,9.45,29268.875,4.38,0,1,0,27.7,2011,0.04,0,1,95,0,0,12.0,80.9
94.405,5.4,12.91,29268.875,56.0725,0,1,0,25.8,2000,0.08,1,0,84,0,0,11.2,77.9
333.336,116.4,0.88,496.0,5.06,0,0,0,22.1,2001,1.03,0,0,81,0,0,4.0,53.6
